,year,h_a,hosp,prcd,waiting,comp,wait_med,wait_90,wait_median_d,wait_90_d
28404,2017/18,Interior,Creston Valley Hospital,All Procedures,15,92,4.6,16.9,32.199999999999996,118.29999999999998
28416,2017/18,Interior,East Kootenay Regional Hospital,All Procedures,1115,3427,5.4,22.7,37.800000000000004,158.9
28477,2017/18,Interior,Elk Valley Hospital,All Procedures,8,97,5.7,14.7,39.9,102.89999999999999
28488,2017/18,Interior,Golden And District General Hospital,All Procedures,27,187,1.3,6.1,9.1,42.699999999999996
28513,2017/18,Interior,Kelowna General Hospital,All Procedures,4520,11131,8.9,35.1,62.300000000000004,245.70000000000002
28593,2017/18,Interior,Kootenay Boundary Regional Hospital,All Procedures,822,2270,8.3,29.9,58.10000000000001,209.29999999999998
28653,2017/18,Interior,Kootenay Lake Hospital,All Procedures,772,1191,8.1,25.9,56.699999999999996,181.29999999999998
28675,2017/18,Interior,Lillooet Hospital And Health Centre,All Procedures,3,44,8.2,17.0,57.39999999999999,119.0
28687,2017/18,Interior,Penticton Regional Hospital,All Procedures,869,2802,6.4,30.0,44.800000000000004,210.0
28744,2017/18,Interior,Pleasant Valley Health Centre,All Procedures,739,2325,12.0,33.0,84.0,231.0
28750,2017/18,Interior,Queen Victoria Hospital,All Procedures,46,239,6.0,17.6,42.0,123.20000000000002
28776,2017/18,Interior,Royal Inland Hospital,All Procedures,3049,9410,6.9,34.3,48.300000000000004,240.09999999999997
28850,2017/18,Interior,Shuswap Lake General Hospital,All Procedures,304,1119,9.9,24.0,69.3,168.0
28890,2017/18,Interior,Summerland Memorial Health Centre,All Procedures,297,2412,4.1,12.9,28.699999999999996,90.3
28907,2017/18,Interior,Vernon Jubilee Hospital,All Procedures,1607,4051,9.6,38.6,67.2,270.2
29045,2017/18,Northern,Bulkley Valley District Hospital,All Procedures,69,454,5.0,18.3,35.0,128.1
29082,2017/18,Northern,Dawson Creek And District Hospital,All Procedures,462,978,11.6,30.8,81.2,215.6
29129,2017/18,Northern,Fort Nelson General Hospital,All Procedures,0,8,0.2,1.0,1.4000000000000001,7.0
29136,2017/18,Northern,Fort St John General Hospital,All Procedures,277,1235,4.3,22.9,30.099999999999998,160.29999999999998
29184,2017/18,Northern,G.R. Baker Memorial Hospital,All Procedures,226,1160,4.9,18.7,34.300000000000004,130.9
29234,2017/18,Northern,Kitimat General Hospital,All Procedures,96,630,3.0,9.2,21.0,64.39999999999999
29264,2017/18,Northern,Mills Memorial Hospital,All Procedures,541,2470,4.3,20.0,30.099999999999998,140.0
29311,2017/18,Northern,Prince Rupert Regional Hospital,All Procedures,75,869,1.3,7.9,9.1,55.300000000000004
29362,2017/18,Northern,St. John Hospital,All Procedures,166,546,7.4,20.1,51.800000000000004,140.70000000000002
29406,2017/18,Northern,The University Hospital Of Northern British Columbia,All Procedures,2407,6538,10.0,35.1,70.0,245.70000000000002
29479,2017/18,Northern,Wrinch Memorial Hospital,All Procedures,17,122,1.4,7.9,9.799999999999999,55.300000000000004
29560,2017/18,Provincial Health Services Authority,B.C. Cancer Agency,All Procedures,49,651,2.6,6.1,18.2,42.699999999999996
29574,2017/18,Provincial Health Services Authority,B.C. Children'S Hospital,All Procedures,1686,5041,8.6,31.9,60.199999999999996,223.29999999999998
29636,2017/18,Provincial Health Services Authority,B.C. Women'S Hospital,All Procedures,450,2447,3.4,14.3,23.8,100.10000000000001
29736,2017/18,Vancouver Coastal,Lions Gate Hospital,All Procedures,4088,9082,7.3,30.9,51.1,216.29999999999998
29808,2017/18,Vancouver Coastal,Mount Saint Joseph Hospital,All Procedures,2729,12860,4.6,18.0,32.199999999999996,126.0
29858,2017/18,Vancouver Coastal,Powell River General Hospital,All Procedures,235,1104,11.4,25.1,79.8,175.70000000000002
29896,2017/18,Vancouver Coastal,Richmond Hospital,All Procedures,2558,6495,8.0,30.6,56.0,214.20000000000002
29961,2017/18,Vancouver Coastal,Sechelt Hospital,All Procedures,843,1212,17.9,47.7,125.29999999999998,333.90000000000003
29991,2017/18,Vancouver Coastal,Squamish General Hospital,All Procedures,444,1270,4.0,22.3,28.0,156.1
30040,2017/18,Vancouver Coastal,St. Paul'S Hospital,All Procedures,3047,6469,7.4,40.5,51.800000000000004,283.5
30110,2017/18,Vancouver Coastal,Ubc Health Sciences Centre,All Procedures,4337,9847,6.9,29.7,48.300000000000004,207.9
30183,2017/18,Vancouver Coastal,Vancouver General Hospital,All Procedures,3972,11639,7.1,29.1,49.699999999999996,203.70000000000002
30342,2017/18,Vancouver Island,Campbell River And District General Hospital,All Procedures,698,2321,7.7,26.0,53.9,182.0
30403,2017/18,Vancouver Island,Comox Valley Hospital,All Procedures,2574,2438,9.0,51.9,63.0,363.3
30462,2017/18,Vancouver Island,Cowichan District Hospital,All Procedures,1252,3845,6.7,34.8,46.9,243.59999999999997
30522,2017/18,Vancouver Island,Nanaimo Regional General Hospital,All Procedures,4601,9730,12.1,47.9,84.7,335.3
30592,2017/18,Vancouver Island,Royal Jubilee Hospital,All Procedures,5459,14339,8.4,40.1,58.800000000000004,280.7
30672,2017/18,Vancouver Island,Saanich Peninsula Hospital,All Procedures,799,2390,9.6,31.6,67.2,221.20000000000002
30718,2017/18,Vancouver Island,St. Joseph'S General Hospital,All Procedures,0,2375,7.0,43.7,49.0,305.90000000000003
30772,2017/18,Vancouver Island,Victoria General Hospital,All Procedures,2676,8764,6.4,30.0,44.800000000000004,210.0
30844,2017/18,Vancouver Island,West Coast General Hospital,All Procedures,173,836,4.1,10.9,28.699999999999996,76.3
30964,2018/19,Fraser,Abbotsford Regional Hospital And Cancer Centre,All Procedures,2234,5715,8.3,33.9,58.10000000000001,237.29999999999998
31119,2018/19,Fraser,Burnaby Hospital,All Procedures,2883,8178,8.3,25.2,58.10000000000001,176.4
31184,2018/19,Fraser,Chilliwack General Hospital,All Procedures,2531,8131,10.3,28.1,72.10000000000001,196.70000000000002
31244,2018/19,Fraser,Delta Hospital,All Procedures,1208,4429,5.7,22.1,39.9,154.70000000000002
31294,2018/19,Fraser,Eagle Ridge Hospital,All Procedures,1914,6201,7.3,28.9,51.1,202.29999999999998
31358,2018/19,Fraser,Langley Memorial Hospital,All Procedures,2168,5876,8.3,28.1,58.10000000000001,196.70000000000002
31418,2018/19,Fraser,Pattison Outpatient Centre,All Procedures,3449,4334,9.4,41.1,65.8,287.7
31475,2018/19,Fraser,Peace Arch Hospital,All Procedures,1548,3506,11.1,38.0,77.7,266.0
31532,2018/19,Fraser,Ridge Meadows Hospital,All Procedures,3099,6987,10.9,42.4,76.3,296.8
31587,2018/19,Fraser,Royal Columbian Hospital,All Procedures,511,3256,2.3,11.7,16.099999999999998,81.89999999999999
31649,2018/19,Fraser,Surrey Memorial Hospital,All Procedures,4668,10104,6.0,37.7,42.0,263.90000000000003
31806,2018/19,Interior,Cariboo Memorial Hospital,All Procedures,89,1143,2.0,5.9,14.0,41.300000000000004
31842,2018/19,Interior,Creston Valley Hospital,All Procedures,19,130,4.5,13.1,31.5,91.7
31853,2018/19,Interior,East Kootenay Regional Hospital,All Procedures,1298,3670,8.1,31.0,56.699999999999996,217.0
31915,2018/19,Interior,Elk Valley Hospital,All Procedures,14,155,3.9,11.3,27.3,79.10000000000001
31930,2018/19,Interior,Golden And District General Hospital,All Procedures,35,248,2.0,12.0,14.0,84.0
31959,2018/19,Interior,Kelowna General Hospital,All Procedures,4272,12308,8.7,36.9,60.89999999999999,258.3
32041,2018/19,Interior,Kootenay Boundary Regional Hospital,All Procedures,520,2433,7.4,29.1,51.800000000000004,203.70000000000002
32104,2018/19,Interior,Kootenay Lake Hospital,All Procedures,556,1709,6.4,33.1,44.800000000000004,231.70000000000002
32130,2018/19,Interior,Lillooet Hospital And Health Centre,All Procedures,5,40,6.9,18.2,48.300000000000004,127.39999999999999
32139,2018/19,Interior,Penticton Regional Hospital,All Procedures,1164,2811,7.4,32.9,51.800000000000004,230.29999999999998
32194,2018/19,Interior,Pleasant Valley Health Centre,All Procedures,624,2593,9.3,32.7,65.10000000000001,228.90000000000003
32201,2018/19,Interior,Queen Victoria Hospital,All Procedures,29,226,4.0,11.3,28.0,79.10000000000001
32228,2018/19,Interior,Royal Inland Hospital,All Procedures,3456,9435,8.3,31.7,58.10000000000001,221.9
32303,2018/19,Interior,Shuswap Lake General Hospital,All Procedures,227,1087,7.9,20.8,55.300000000000004,145.6
32346,2018/19,Interior,Summerland Memorial Health Centre,All Procedures,487,2527,3.3,14.3,23.099999999999998,100.10000000000001
32363,2018/19,Interior,Vernon Jubilee Hospital,All Procedures,1887,3766,10.7,40.1,74.89999999999999,280.7
32499,2018/19,Northern,Bulkley Valley District Hospital,All Procedures,92,472,4.7,15.7,32.9,109.89999999999999
32540,2018/19,Northern,Dawson Creek And District Hospital,All Procedures,429,1043,10.9,33.6,76.3,235.20000000000002
32590,2018/19,Northern,Fort Nelson General Hospital,All Procedures,0,6,0.1,0.9,0.7000000000000001,6.3
32595,2018/19,Northern,Fort St John General Hospital,All Procedures,284,1349,5.0,19.1,35.0,133.70000000000002
32641,2018/19,Northern,G.R. Baker Memorial Hospital,All Procedures,206,1057,4.6,17.1,32.199999999999996,119.70000000000002
32688,2018/19,Northern,Kitimat General Hospital,All Procedures,74,666,2.1,9.4,14.700000000000001,65.8
32718,2018/19,Northern,Mills Memorial Hospital,All Procedures,400,2678,6.7,18.1,46.9,126.70000000000002
32764,2018/19,Northern,Prince Rupert Regional Hospital,All Procedures,97,933,1.9,8.6,13.299999999999999,60.199999999999996
32820,2018/19,Northern,St. John Hospital,All Procedures,147,634,8.8,20.0,61.60000000000001,140.0
32862,2018/19,Northern,The University Hospital Of Northern British Columbia,All Procedures,2603,6699,9.0,33.0,63.0,231.0
32934,2018/19,Northern,Wrinch Memorial Hospital,All Procedures,12,142,3.0,13.4,21.0,93.8
33011,2018/19,Provincial Health Services Authority,B.C. Cancer Agency,All Procedures,49,731,2.6,7.0,18.2,49.0
33025,2018/19,Provincial Health Services Authority,B.C. Children'S Hospital,All Procedures,1213,6217,4.7,24.7,32.9,172.9
33084,2018/19,Provincial Health Services Authority,B.C. Women'S Hospital,All Procedures,640,3134,3.9,13.3,27.3,93.10000000000001
33185,2018/19,Vancouver Coastal,Lions Gate Hospital,All Procedures,4427,9768,7.3,34.6,51.1,242.20000000000002
33254,2018/19,Vancouver Coastal,Mount Saint Joseph Hospital,All Procedures,3606,14047,4.1,18.6,28.699999999999996,130.20000000000002
33306,2018/19,Vancouver Coastal,Powell River General Hospital,All Procedures,298,924,4.3,20.9,30.099999999999998,146.29999999999998
33344,2018/19,Vancouver Coastal,Richmond Hospital,All Procedures,2165,6684,7.7,31.1,53.9,217.70000000000002
33408,2018/19,Vancouver Coastal,Sechelt Hospital,All Procedures,887,1372,15.9,60.6,111.3,424.2
33437,2018/19,Vancouver Coastal,Squamish General Hospital,All Procedures,442,1066,5.0,26.9,35.0,188.29999999999998
33482,2018/19,Vancouver Coastal,St. Paul'S Hospital,All Procedures,3381,6721,7.7,33.9,53.9,237.29999999999998
33550,2018/19,Vancouver Coastal,Ubc Health Sciences Centre,All Procedures,4345,9758,9.7,33.4,67.89999999999999,233.79999999999998
33622,2018/19,Vancouver Coastal,Vancouver General Hospital,All Procedures,3305,12112,6.9,30.1,48.300000000000004,210.70000000000002
33784,2018/19,Vancouver Island,Campbell River And District General Hospital,All Procedures,732,2374,7.9,24.0,55.300000000000004,168.0
33846,2018/19,Vancouver Island,Comox Valley Hospital,All Procedures,2575,5244,11.0,57.1,77.0,399.7
33904,2018/19,Vancouver Island,Cowichan District Hospital,All Procedures,1399,4073,6.0,26.6,42.0,186.20000000000002
33967,2018/19,Vancouver Island,Nanaimo Regional General Hospital,All Procedures,3766,10369,11.9,46.1,83.3,322.7
34038,2018/19,Vancouver Island,Royal Jubilee Hospital,All Procedures,5301,15744,7.1,28.6,49.699999999999996,200.20000000000002
34118,2018/19,Vancouver Island,Saanich Peninsula Hospital,All Procedures,597,2311,9.6,24.0,67.2,168.0
34169,2018/19,Vancouver Island,Victoria General Hospital,All Procedures,2591,8694,6.1,23.9,42.699999999999996,167.29999999999998
34241,2018/19,Vancouver Island,West Coast General Hospital,All Procedures,103,881,5.6,14.0,39.199999999999996,98.0
34359,2019/20,Fraser,Abbotsford Regional Hospital And Cancer Centre,All Procedures,2831,5129,9.1,35.0,63.699999999999996,245.0
34512,2019/20,Fraser,Burnaby Hospital,All Procedures,3377,8246,9.0,30.0,63.0,210.0
34577,2019/20,Fraser,Chilliwack General Hospital,All Procedures,2091,8157,8.1,27.3,56.699999999999996,191.1
34636,2019/20,Fraser,Delta Hospital,All Procedures,1479,4451,5.9,26.0,41.300000000000004,182.0
34689,2019/20,Fraser,Eagle Ridge Hospital,All Procedures,1959,6082,6.4,26.6,44.800000000000004,186.20000000000002
34755,2019/20,Fraser,Langley Memorial Hospital,All Procedures,2082,5691,9.0,33.4,63.0,233.79999999999998
34812,2019/20,Fraser,Pattison Outpatient Centre,All Procedures,3188,4629,9.3,49.9,65.10000000000001,349.3
34868,2019/20,Fraser,Peace Arch Hospital,All Procedures,1487,3546,12.3,36.3,86.10000000000001,254.09999999999997
34922,2019/20,Fraser,Ridge Meadows Hospital,All Procedures,2452,7587,9.1,37.9,63.699999999999996,265.3
34976,2019/20,Fraser,Royal Columbian Hospital,All Procedures,652,3571,2.9,13.0,20.3,91.0
35041,2019/20,Fraser,Surrey Memorial Hospital,All Procedures,4811,9407,7.3,38.1,51.1,266.7
35198,2019/20,Interior,Cariboo Memorial Hospital,All Procedures,40,1099,2.1,6.0,14.700000000000001,42.0
35236,2019/20,Interior,Creston Valley Hospital,All Procedures,41,186,4.1,10.1,28.699999999999996,70.7
35252,2019/20,Interior,East Kootenay Regional Hospital,All Procedures,1255,3498,5.7,36.9,39.9,258.3
35314,2019/20,Interior,Elk Valley Hospital,All Procedures,39,214,3.0,11.7,21.0,81.89999999999999
35333,2019/20,Interior,Golden And District General Hospital,All Procedures,37,347,1.9,9.7,13.299999999999999,67.89999999999999
35362,2019/20,Interior,Kelowna General Hospital,All Procedures,4239,12212,8.0,35.1,56.0,245.70000000000002
35444,2019/20,Interior,Kootenay Boundary Regional Hospital,All Procedures,868,2142,6.9,20.3,48.300000000000004,142.1
35505,2019/20,Interior,Kootenay Lake Hospital,All Procedures,909,2013,7.0,19.1,49.0,133.70000000000002
35536,2019/20,Interior,Lillooet Hospital And Health Centre,All Procedures,7,32,9.6,15.8,67.2,110.60000000000001
35543,2019/20,Interior,Penticton Regional Hospital,All Procedures,1223,2882,10.1,41.3,70.7,289.09999999999997
35597,2019/20,Interior,Pleasant Valley Health Centre,All Procedures,250,2381,6.0,20.6,42.0,144.20000000000002
35604,2019/20,Interior,Queen Victoria Hospital,All Procedures,65,351,3.1,7.6,21.7,53.199999999999996
35636,2019/20,Interior,Royal Inland Hospital,All Procedures,4488,8956,9.3,33.7,65.10000000000001,235.90000000000003
35710,2019/20,Interior,Shuswap Lake General Hospital,All Procedures,221,982,6.3,17.7,44.1,123.89999999999999
35752,2019/20,Interior,Summerland Memorial Health Centre,All Procedures,381,2445,3.1,18.5,21.7,129.5
35769,2019/20,Interior,Vernon Jubilee Hospital,All Procedures,1594,4351,11.9,38.9,83.3,272.3
35906,2019/20,Northern,Bulkley Valley District Hospital,All Procedures,121,480,4.1,14.6,28.699999999999996,102.2
35944,2019/20,Northern,Dawson Creek And District Hospital,All Procedures,254,1007,11.0,31.1,77.0,217.70000000000002
35992,2019/20,Northern,Fort St John General Hospital,All Procedures,387,1158,5.6,21.3,39.199999999999996,149.1
36037,2019/20,Northern,G.R. Baker Memorial Hospital,All Procedures,236,1284,4.0,14.7,28.0,102.89999999999999
36088,2019/20,Northern,Kitimat General Hospital,All Procedures,83,698,2.0,8.4,14.0,58.800000000000004
36119,2019/20,Northern,Mills Memorial Hospital,All Procedures,455,2521,7.1,16.3,49.699999999999996,114.10000000000001
36164,2019/20,Northern,Prince Rupert Regional Hospital,All Procedures,116,761,2.1,10.9,14.700000000000001,76.3
36217,2019/20,Northern,St. John Hospital,All Procedures,170,644,6.4,16.4,44.800000000000004,114.79999999999998
36263,2019/20,Northern,The University Hospital Of Northern British Columbia,All Procedures,2618,6824,10.1,37.3,70.7,261.09999999999997
36337,2019/20,Northern,Wrinch Memorial Hospital,All Procedures,17,113,3.9,11.3,27.3,79.10000000000001
36414,2019/20,Provincial Health Services Authority,B.C. Cancer Agency,All Procedures,26,718,2.8,6.3,19.599999999999998,44.1
36426,2019/20,Provincial Health Services Authority,B.C. Children'S Hospital,All Procedures,1747,6054,5.3,19.6,37.1,137.20000000000002
36485,2019/20,Provincial Health Services Authority,B.C. Women'S Hospital,All Procedures,807,3515,4.9,15.7,34.300000000000004,109.89999999999999
36585,2019/20,Vancouver Coastal,Lions Gate Hospital,All Procedures,4460,9717,7.7,34.7,53.9,242.90000000000003
36653,2019/20,Vancouver Coastal,Mount Saint Joseph Hospital,All Procedures,5732,14427,5.3,22.9,37.1,160.29999999999998
36703,2019/20,Vancouver Coastal,Powell River General Hospital,All Procedures,234,1024,7.1,20.0,49.699999999999996,140.0
36740,2019/20,Vancouver Coastal,Richmond Hospital,All Procedures,2029,5837,6.7,27.9,46.9,195.29999999999998
36805,2019/20,Vancouver Coastal,Sechelt Hospital,All Procedures,966,1631,13.6,57.0,95.2,399.0
36834,2019/20,Vancouver Coastal,Squamish General Hospital,All Procedures,685,1092,4.0,29.1,28.0,203.70000000000002
36879,2019/20,Vancouver Coastal,St. Paul'S Hospital,All Procedures,3393,7980,5.4,33.9,37.800000000000004,237.29999999999998
36950,2019/20,Vancouver Coastal,Ubc Health Sciences Centre,All Procedures,4525,9141,8.9,35.0,62.300000000000004,245.0
37021,2019/20,Vancouver Coastal,Vancouver General Hospital,All Procedures,3220,12030,5.3,23.6,37.1,165.20000000000002
37183,2019/20,Vancouver Island,Campbell River And District General Hospital,All Procedures,858,2202,7.7,28.6,53.9,200.20000000000002
37241,2019/20,Vancouver Island,Comox Valley Hospital,All Procedures,2905,5679,11.7,47.9,81.89999999999999,335.3
37300,2019/20,Vancouver Island,Cowichan District Hospital,All Procedures,1476,4101,6.6,31.9,46.199999999999996,223.29999999999998
37361,2019/20,Vancouver Island,Nanaimo Regional General Hospital,All Procedures,4376,9985,8.4,40.9,58.800000000000004,286.3
37434,2019/20,Vancouver Island,Royal Jubilee Hospital,All Procedures,5910,15636,7.0,26.4,49.0,184.79999999999998
37512,2019/20,Vancouver Island,Saanich Peninsula Hospital,All Procedures,654,2347,7.9,25.0,55.300000000000004,175.0
37558,2019/20,Vancouver Island,Victoria General Hospital,All Procedures,3290,8469,6.9,25.6,48.300000000000004,179.20000000000002
37629,2019/20,Vancouver Island,West Coast General Hospital,All Procedures,125,796,3.6,9.4,25.2,65.8
